Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
11742,Myst,PlayStation,1995,Adventure,Psygnosis,0,0,0.07,0,0.07,75,15,8.3,4
11743,Beat City,Nintendo DS,2010,Misc,THQ,0.07,0,0,0.01,0.07,,,,
11744,Mega Man Legacy Collection,PlayStation 4,2016,Platform,Capcom,0.06,0,0,0.01,0.07,,,tbd,
11745,AKB1/149: Love Election,PlayStation Vita,2012,Adventure,Namco Bandai Games,0,0,0.07,0,0.07,78,15,6.3,32
11746,Naruto Shippuden: Gekito Ninja Taisen! EX 3,Wii,2008,Fighting,Takara Tomy,0,0,0.07,0,0.07,,,,
11747,Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,PlayStation Portable,2010,Adventure,Sony Computer Entertainment,0,0,0.07,0,0.07,,,,
11748,Torchlight,PC,2009,Role-Playing,JoWood Productions,0,0.06,0,0.02,0.07,86,11,8.4,337
11749,Winter Sports 2: The Next Challenge,Xbox 360,2008,Sports,RTL,0.06,0.01,0,0.01,0.07,46,5,1.7,11
11750,Magic Pengel: The Quest for Color,PlayStation 2,2002,Role-Playing,Taito,0.04,0.03,0,0.01,0.07,,,,
11751,Super Baseball,2600,1987,Sports,Atari,0.07,0,0,0,0.07,,,,
11752,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PlayStation 3,2011,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07,54,6,5.7,6
11753,Formula One World Championship: Beyond the Limit,SCD,1994,Racing,Sega,0,0,0.07,0,0.07,,,,
11754,Hakuouki DS,Nintendo DS,2010,Adventure,Idea Factory,0,0,0.07,0,0.07,,,,
11755,Buster Bros. Collection,PlayStation,1997,Puzzle,Capcom,0.04,0.03,0,0,0.07,55,12,tbd,
11756,Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PlayStation Portable,2006,Misc,Sega,0,0,0.07,0,0.07,70,11,8.9,20
11757,Mega Man Battle Network: Operation Shooting Star,Nintendo DS,N/A,Role-Playing,Capcom,0,0,0.07,0,0.07,,,,
11758,Futurama,PlayStation 2,2003,Platform,SCi,0.04,0.03,0,0.01,0.07,,,,
11759,Medabots 8,Nintendo 3DS,2014,Role-Playing,Rocket Company,0,0,0.07,0,0.07,67,5,6.8,4
11760,The History Channel: Battle for the Pacific,PlayStation 3,2008,Shooter,Activision,0.07,0,0,0.01,0.07,79,26,5.4,10
11761,Famicom Mini: Hikari Shinwa: Palutena no Kagami,Game Boy Advance,2004,Platform,Nintendo,0,0,0.07,0,0.07,,,,
11762,Rayman 3: Hoodlum Havoc,Xbox,2003,Platform,Ubisoft,0.06,0.02,0,0,0.07,,,tbd,
11763,Again,Nintendo DS,2009,Adventure,Ackkstudios,0.07,0,0,0,0.07,,,,
11764,Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,PlayStation Portable,2010,Misc,Hudson Soft,0,0,0.07,0,0.07,64,10,7.1,12
11765,Zumba Fitness Core,Wii,2012,Misc,505 Games,0,0.07,0,0.01,0.07,,,,
11766,Yoru no Nai Kuni,PlayStation Vita,2015,Role-Playing,Tecmo Koei,0,0,0.07,0,0.07,,,,
11767,Generator Rex: Agent of Providence,PlayStation 3,2011,Action,Activision,0.05,0.01,0,0.01,0.07,,,,
11768,Jimmie Johnson's Anything With an Engine,PlayStation 3,2011,Racing,Konami Digital Entertainment,0.07,0,0,0.01,0.07,,,,
11769,Super Ghouls 'n Ghosts,Game Boy Advance,2002,Platform,Capcom,0.05,0.02,0,0,0.07,72,14,9,13
11770,Boxing,PlayStation,2000,Fighting,Midas Interactive Entertainment,0.04,0.03,0,0,0.07,70,21,6.3,4
11771,NHL Open Ice,PlayStation,1996,Sports,Midway Games,0.04,0.03,0,0,0.07,,,,
11772,Jewel Link Chronicles: Legend of Athena,Nintendo DS,2011,Puzzle,GSP,0,0.06,0,0.01,0.07,72,44,tbd,
11773,Gundam Battle Tactics,PlayStation Portable,2005,Action,Namco Bandai Games,0,0,0.07,0,0.07,50,22,8.1,24
11774,Touch Detective: Nameko Shigeru,Nintendo 3DS,2013,Adventure,Success,0,0,0.07,0,0.07,71,18,7.3,27
11775,Aikatsu! My No.1 Stage!,Nintendo 3DS,2015,Misc,Namco Bandai Games,0,0,0.07,0,0.07,,,,
11776,Sky Gunner,PlayStation 2,2001,Action,Sony Computer Entertainment,0.04,0.03,0,0.01,0.07,,,,
11777,Santa Claus Is Comin' to Town!,Nintendo DS,2011,Puzzle,Crave Entertainment,0.07,0,0,0.01,0.07,,,,
11778,And1 Streetball,Xbox,2006,Action,Ubisoft,0.06,0.02,0,0,0.07,,,,
11779,Gladius,Game Cube,2003,Strategy,Activision,0.06,0.01,0,0,0.07,74,24,7.5,12
11780,Adventure Time: Finn & Jake Investigations,Nintendo 3DS,2015,Action,Little Orbit,0.02,0.05,0,0.01,0.07,,,,
11781,Kenka Banchou 6: Soul & Blood,Nintendo 3DS,2015,Fighting,Screenlife,0,0,0.07,0,0.07,,,,
11782,Jewel Time Deluxe,Nintendo DS,2011,Puzzle,O-Games,0.04,0.03,0,0.01,0.07,,,,
11783,Picture Perfect Hair Salon,Nintendo DS,2009,Simulation,505 Games,0.07,0,0,0.01,0.07,,,,
11784,Warriors Orochi 3,PlayStation Vita,2013,Action,Tecmo Koei,0,0,0.07,0,0.07,,,,
11785,PhotoKano,PlayStation Vita,2013,Adventure,Kadokawa Shoten,0,0,0.07,0,0.07,,,,
11786,Real Sound: Kaze no Riguretto,SAT,1997,Adventure,Warp,0,0,0.07,0,0.07,,,,
11787,Soccer Tsuku: Pro Soccer Club o Tsukurou!,PlayStation Vita,2013,Sports,Sega,0,0,0.07,0,0.07,,,tbd,
11788,Summon Night 4,PlayStation Portable,2012,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07,,,,
11789,Record of Agarest War,PlayStation 3,2007,Role-Playing,Ghostlight,0,0.03,0.03,0.01,0.07,,,,
11790,Overlord: Minions,Nintendo DS,2009,Puzzle,Codemasters,0.07,0,0,0.01,0.07,50,23,6.2,12
11791,The Rub Rabbits!,Nintendo DS,2005,Puzzle,Sega,0.03,0,0.04,0,0.07,,,,
11792,Margot's Word Brain,Nintendo DS,2008,Puzzle,Zoo Games,0.07,0,0,0.01,0.07,,,tbd,
11793,Saint Seiya: Brave Soldiers,PlayStation 3,2013,Fighting,Namco Bandai Games,0,0.01,0.06,0,0.07,,,,
11794,The Sims 3: Barnacle Bay,PC,2011,Simulation,Electronic Arts,0.07,0,0,0.01,0.07,59,22,6.6,14
11795,Winx Club,Game Boy Advance,2005,Shooter,Konami Digital Entertainment,0.05,0.02,0,0,0.07,,,,
11796,Classic Road,PlayStation,1995,Sports,Victor Interactive,0,0,0.07,0,0.07,36,7,2.4,15
11797,Hero Bank,Nintendo 3DS,2014,Role-Playing,Sega,0,0,0.07,0,0.07,,,tbd,
11798,The Idolm@ster: Live for You!,Xbox 360,2008,Misc,Namco Bandai Games,0,0,0.07,0,0.07,75,13,7.9,8
11799,Tokimeki Memorial Girl's Side Premium: 3rd Story,PlayStation Portable,2012,Adventure,Konami Digital Entertainment,0,0,0.07,0,0.07,,,,
11800,Smashing Drive,Game Cube,N/A,Racing,Unknown,0.06,0.01,0,0,0.07,33,8,4.9,13
11801,Mega Man Xtreme,Game Boy,2000,Platform,Capcom,0,0,0.07,0,0.07,,,,
11802,ZhuZhu Pets: Quest for Zhu,Nintendo DS,2011,Misc,Activision,0.07,0,0,0.01,0.07,78,19,8.8,4
11803,SimCity 4: Deluxe Edition,PC,2003,Simulation,Electronic Arts,0,0.06,0,0.01,0.07,,,,
11804,Bomberman Max 2: Red Advance,Game Boy Advance,2002,Puzzle,Vivendi Games,0.05,0.02,0,0,0.07,,,,
11805,Resident Evil Zero,Xbox One,2016,Action,Capcom,0.05,0.02,0,0.01,0.07,60,13,8,5
11806,Tropico 5,Xbox 360,2014,Simulation,Kalypso Media,0.03,0.04,0,0.01,0.07,,,,
11807,CSI: Dark Motives,Nintendo DS,2007,Adventure,Ubisoft,0.05,0.01,0,0.01,0.07,,,,
11808,Speed Zone,Wii,2009,Racing,Bethesda Softworks,0.01,0.05,0,0.01,0.07,82,31,8.5,407
11809,Tomb Raider: Legend,Nintendo DS,2006,Action,Eidos Interactive,0.04,0.02,0,0.01,0.07,,,,
11810,Godai: Elemental Force,PlayStation 2,2002,Action,3DO,0.04,0.03,0,0.01,0.07,,,,
11811,OK! Puzzle Stars,Nintendo DS,2010,Puzzle,Ubisoft,0,0.06,0,0.01,0.07,82,19,8.8,12
11812,Still Life,Xbox,2005,Adventure,Microids,0.05,0.02,0,0,0.07,51,11,5.3,4
11813,Big Mutha Truckers 2,Xbox,2005,Racing,Empire Interactive,0.05,0.02,0,0,0.07,,,,
11814,Hang On GP,SAT,1995,Racing,Sega,0,0,0.07,0,0.07,,,,
11815,Goodbye Deponia,PC,2013,Adventure,Daedalic Entertainment,0,0.06,0,0.01,0.07,,,,
11816,Uprising X,PlayStation,1998,Action,3DO,0.04,0.03,0,0,0.07,47,11,7,5
11817,SpongeBob's Truth or Square,Xbox 360,2009,Action,THQ,0.03,0.04,0,0,0.07,,,,
11818,Mega Man Xtreme 2,Game Boy,2001,Platform,Capcom,0,0,0.07,0,0.07,,,,
11819,I-Ninja,Xbox,2003,Platform,Namco Bandai Games,0.05,0.02,0,0,0.07,,,,
11820,Kengo: Legend of The 9,Xbox 360,2006,Fighting,Majesco Entertainment,0.06,0.01,0,0.01,0.07,40,25,3.5,51
11821,Sigma Harmonics,Nintendo DS,2008,Role-Playing,Square Enix,0,0,0.07,0,0.07,83,57,8,794
11822,Kessen III,PlayStation 2,2004,Strategy,Tecmo Koei,0.04,0.03,0,0.01,0.07,61,9,6,4
11823,Harlem Globetrotters: World Tour,Nintendo DS,2006,Sports,Zoo Digital Publishing,0.07,0,0,0.01,0.07,70,14,8.2,5
11824,Summon Night,Nintendo DS,2008,Role-Playing,Banpresto,0,0,0.07,0,0.07,,,,
11825,The King of Fighters Collection: The Orochi Saga,PlayStation Portable,2008,Fighting,Ignition Entertainment,0.07,0,0,0,0.07,,,4.3,6
11826,Aero Elite: Combat Academy,PlayStation 2,2002,Simulation,Sega,0.04,0.03,0,0.01,0.07,,,tbd,
11827,You Don't Know Jack,Nintendo DS,2011,Misc,THQ,0.07,0,0,0.01,0.07,,,tbd,
11828,Damage Inc.: Pacific Squadron WWII,Xbox 360,2012,Simulation,Mad Catz,0.07,0,0,0.01,0.07,,,,
11829,Cartoon Network: Punch Time Explosion XL,Xbox 360,2011,Fighting,Crave Entertainment,0.07,0,0,0,0.07,,,,
11830,Wrath Unleashed,PlayStation 2,2004,Strategy,LucasArts,0.04,0.03,0,0.01,0.07,,,,
11831,Beyond Good & Evil,Game Cube,2003,Adventure,Ubisoft,0.06,0.01,0,0,0.07,49,24,5.5,6
11832,Pong / Asteroids / Yars' Revenge,Game Boy Advance,2005,Misc,Zoo Digital Publishing,0.05,0.02,0,0,0.07,,,tbd,
11833,Commandos 2: Men of Courage,Xbox,2002,Strategy,Eidos Interactive,0.05,0.02,0,0,0.07,,,,
11834,NOëL: La Neige,PlayStation,1998,Adventure,Pioneer LDC,0,0,0.07,0,0.07,,,,
11835,Busou Shinki: Battle Masters,PlayStation Portable,2010,Action,Konami Digital Entertainment,0,0,0.07,0,0.07,47,18,5.2,6
11836,Roll Away,PlayStation,1998,Puzzle,Sony Computer Entertainment,0.04,0.03,0,0,0.07,,,tbd,
11837,Derby Jockey: Kishou e no Michi,Super NES,1994,Sports,Asmik Corp,0,0,0.07,0,0.07,,,,
11838,Harukanaru Toki no Naka de 4,PlayStation 2,2008,Adventure,Tecmo Koei,0,0,0.07,0,0.07,,,tbd,
11839,Maximum Chase,Xbox,2002,Racing,Microsoft Game Studios,0.05,0.02,0,0,0.07,75,9,tbd,
11840,Mugen Souls Z,PlayStation 3,2013,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07,79,49,7.8,520
11841,Winning Post 7 2012,PlayStation 3,2012,Sports,Ackkstudios,0,0,0.07,0,0.07,,,tbd,
11842,Spot Goes to Hollywood,PlayStation,1996,Platform,Virgin Interactive,0.04,0.03,0,0,0.07,62,19,7.7,61
11843,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PlayStation 4,2016,Action,Activision,0.04,0.02,0,0.01,0.07,27,10,3.8,19
11844,G Darius,PlayStation,1997,Shooter,THQ,0.04,0.03,0,0,0.07,78,4,tbd,
11845,Utawarerumono: Itsuwari no Kamen,PlayStation Vita,2015,Adventure,Aqua Plus,0,0,0.07,0,0.07,70,29,8.2,5
11846,The Wolf Among Us,Xbox One,2014,Adventure,Telltale Games,0.05,0.02,0,0.01,0.07,50,31,3.4,5
11847,Mucha Lucha! Mascaritas of the Lost Code,Game Boy Advance,2003,Fighting,Ubisoft,0.05,0.02,0,0,0.07,,,,
11848,Invizimals: The Alliance,PlayStation Vita,2013,Action,Sony Computer Entertainment,0,0.05,0,0.02,0.07,,,,
11849,Roogoo Attack!,Nintendo DS,2009,Puzzle,SouthPeak Games,0.07,0,0,0,0.07,,,6.5,15
11850,Disney's Planes,Nintendo 3DS,2013,Simulation,Disney Interactive Studios,0.04,0.03,0,0.01,0.07,,,,
11851,Rugby League 3,Wii,2010,Sports,Alternative Software,0,0.06,0,0.01,0.07,,,,
11852,SD Gundam: Gashapon Wars,Game Cube,2005,Strategy,Namco Bandai Games,0,0,0.07,0,0.07,75,18,8.4,8
11853,Alvin and the Chipmunks,PlayStation 2,2007,Misc,Brash Entertainment,0.04,0.03,0,0.01,0.07,,,,
11854,Backyard Hockey,Nintendo DS,2007,Sports,Atari,0.07,0,0,0.01,0.07,,,,
11855,River King: Mystic Valley (US sales),Nintendo DS,2007,Sports,Rising Star Games,0.07,0,0,0,0.07,82,42,8.6,199
11856,Romance of the Three Kingdoms XI,PlayStation 2,2007,Strategy,Tecmo Koei,0,0,0.07,0,0.07,73,26,8.1,20
11857,Digimon World Championship,Nintendo DS,2008,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07,,,tbd,
11858,Lupin Sansei: Shijou Saidai no Zunousen,Nintendo DS,2010,Adventure,Namco Bandai Games,0,0,0.07,0,0.07,,,tbd,
11859,Blood Drive,PlayStation 3,2010,Racing,Activision,0.07,0,0,0,0.07,61,16,7,9
11860,Model * Oshare Audition: Dream Girl,Nintendo 3DS,2013,Misc,Alchemist,0,0,0.07,0,0.07,,,,
11861,Let's Paint,Wii,2010,Simulation,Zoo Games,0.07,0,0,0,0.07,64,18,7,8
11862,Squishy Tank,Nintendo DS,2010,Puzzle,Natsume,0.07,0,0,0,0.07,,,,
11863,Discovery Kids: Parrot Pals,Nintendo DS,2009,Simulation,505 Games,0.07,0,0,0,0.07,64,25,6,6
11864,Let's Ride! Friends Forever,Nintendo DS,2008,Adventure,THQ,0.07,0,0,0,0.07,,,,
11865,Archer Maclean's 3D Pool,Game Boy Advance,2003,Misc,Crave Entertainment,0.05,0.02,0,0,0.07,72,43,7.7,125
11866,Tak: The Great Juju Challenge,Xbox,2005,Platform,THQ,0.05,0.02,0,0,0.07,,,tbd,
11867,Just Dance: Disney Party 2,Xbox 360,2015,Action,Ubisoft,0.05,0.01,0,0.01,0.07,67,12,8.4,5
11868,TMNT: Mutant Melee,Game Cube,2005,Fighting,Konami Digital Entertainment,0.06,0.01,0,0,0.07,61,9,6.2,12
11869,Pro Farm 1,PC,2011,Simulation,Excalibur Publishing,0,0.06,0,0.01,0.07,41,8,tbd,
11870,Combat: Task Force 121,Xbox,2005,Shooter,Zoo Digital Publishing,0.05,0.02,0,0,0.07,,,,
11871,Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Wii,2010,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07,,,,
11872,Goosebumps HorrorLand,PlayStation 2,2008,Adventure,Scholastic Inc.,0.04,0.03,0,0.01,0.07,58,22,5.5,4
11873,Rugby World Cup 2015,PlayStation 3,2015,Sports,Ubisoft,0,0.06,0,0.01,0.07,,,,
11874,Exhibition Volume 4,Xbox,2003,Misc,Microsoft Game Studios,0.05,0.02,0,0,0.07,,,,
11875,Petz Fantasy 3D,Nintendo 3DS,2011,Simulation,Ubisoft,0.07,0,0,0,0.07,71,21,6.2,34
11876,Viewpoint,PlayStation,1995,Shooter,Electronic Arts,0.04,0.03,0,0,0.07,,,,
11877,Code Geass: Hangyaku no Lelouch - Lost Colors,PlayStation Portable,2008,Adventure,Namco Bandai Games,0,0,0.07,0,0.07,68,13,tbd,
11878,Disney's Donald Duck Advance,Game Boy Advance,2001,Platform,Ubisoft,0.05,0.02,0,0,0.07,56,13,tbd,
11879,Dark Souls,PC,2012,Role-Playing,Namco Bandai Games,0,0.06,0,0.01,0.07,66,12,tbd,
11880,Stacked with Daniel Negreanu,PlayStation 2,2006,Misc,Myelin Media,0.04,0.03,0,0.01,0.07,,,,
11881,Hakuouki: Yuugi Roku,PlayStation Portable,2010,Adventure,Idea Factory,0,0,0.07,0,0.07,,,,
11882,Circus Maximus: Chariot Wars,Xbox,2002,Racing,THQ,0.05,0.02,0,0,0.07,,,,
11883,Mega Man Battle Network 5: Double Team DS (US sales),Nintendo DS,2005,Role-Playing,Nintendo,0.07,0,0,0,0.07,,,,
11884,Kenyuu Densetsu Yaiba,Super NES,1994,Action,Banpresto,0,0,0.07,0,0.07,,,,
11885,SNK Arcade Classics Vol. 1,Wii,2008,Misc,Ignition Entertainment,0.06,0,0,0.01,0.07,33,5,4.5,6
11886,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PlayStation 2,2009,Strategy,Namco Bandai Games,0,0,0.07,0,0.07,77,23,7.1,233
11887,Fantasia: Music Evolved,Xbox 360,2014,Misc,Disney Interactive Studios,0.05,0.01,0,0.01,0.07,,,tbd,
11888,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PlayStation Portable,2009,Strategy,Namco Bandai Games,0,0,0.07,0,0.07,,,,
11889,Elements of Destruction,Nintendo DS,2007,Strategy,THQ,0.07,0,0,0.01,0.07,38,18,4.1,14
11890,Serious Sam: Next Encounter,PlayStation 2,2004,Shooter,Global Star,0.04,0.03,0,0.01,0.07,69,10,8.4,8
11891,Speed,Wii,2010,Racing,Unknown,0.04,0.02,0,0.01,0.07,73,19,7.3,8
11892,Eiken DS,Nintendo DS,2007,Misc,Rocket Company,0,0,0.07,0,0.07,,,,
11893,Game Center CX: Arino no Chousenjou 2,Nintendo DS,2009,Action,Namco Bandai Games,0,0,0.07,0,0.07,,,,
11894,Tom Clancy's Ghost Recon 2,Game Cube,2005,Shooter,Ubisoft,0.06,0.01,0,0,0.07,89,56,8.6,1848
11895,E.X. Troopers,Nintendo 3DS,2012,Shooter,Capcom,0,0,0.07,0,0.07,,,tbd,
11896,Robocalypse,Nintendo DS,2008,Strategy,Tecmo Koei,0.07,0,0,0,0.07,,,,
11897,Guilty Gear Xrd -Revelator-,PlayStation 4,2016,Fighting,PQube,0.02,0,0.05,0,0.07,,,,
11898,Grand Kingdom,PlayStation Vita,2015,Role-Playing,Nippon Ichi Software,0.01,0.02,0.04,0.01,0.07,75,19,tbd,
11899,J Legend Retsuden,Nintendo 3DS,2013,Misc,Namco Bandai Games,0,0,0.07,0,0.07,44,16,2.8,4
11900,The Testament of Sherlock Holmes,PC,2012,Adventure,Focus Home Interactive,0,0.06,0,0.01,0.07,44,9,8.5,4
11901,Monster Racers,Nintendo DS,2009,Racing,Tecmo Koei,0.05,0,0.02,0,0.07,,,,
11902,The King of Fighters: Evolution,DC,2000,Fighting,SNK,0,0,0.07,0,0.07,,,tbd,
11903,DS Uranai Seikatsu,Nintendo DS,2009,Misc,Nintendo,0,0,0.07,0,0.07,,,,
11904,SpongeBob's Truth or Square,PlayStation Portable,2009,Action,THQ,0.02,0.04,0,0.01,0.07,,,,
11905,Pitfall: The Lost Expedition,Game Boy Advance,2003,Platform,Activision,0.05,0.02,0,0,0.07,,,,
11906,All-Star Baseball 2004,Game Boy Advance,2003,Sports,Acclaim Entertainment,0.05,0.02,0,0,0.07,,,,
11907,Pac-Man and the Ghostly Adventures 2,Wii U,2014,Adventure,Namco Bandai Games,0.05,0.02,0,0.01,0.07,63,23,5.3,7
11908,Tom Clancy's Splinter Cell: Chaos Theory,Nintendo DS,2005,Action,Ubisoft,0.06,0,0,0.01,0.07,,,,
11909,Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,Nintendo 3DS,2012,Action,Namco Bandai Games,0,0,0.07,0,0.07,,,,
11910,"Flower, Sun, and Rain",Nintendo DS,2008,Adventure,Rising Star Games,0.07,0,0,0.01,0.07,,,tbd,
11911,James Cameron's Dark Angel,Xbox,2002,Action,Vivendi Games,0.05,0.02,0,0,0.07,,,,
11912,The Legend of Heroes: Trails in the Sky Third Chapter,PlayStation Portable,2008,Role-Playing,Falcom Corporation,0,0,0.07,0,0.07,67,26,5,4
11913,Moxie Girlz,Nintendo DS,2011,Misc,GameMill Entertainment,0.07,0,0,0,0.07,,,tbd,
11914,Dave Mirra BMX Challenge,PlayStation Portable,2006,Sports,Oxygen Interactive,0.06,0,0,0.01,0.07,,,tbd,
11915,Hannspree Ten Kate Honda: SBK Superbike World Championship,PlayStation 2,2007,Racing,Black Bean Games,0.03,0.03,0,0.01,0.07,,,tbd,
11916,Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PlayStation 2,2007,Racing,Midway Games,0.03,0.03,0,0.01,0.07,,,,
11917,Alexi Lalas International Soccer,PlayStation,1998,Sports,Take-Two Interactive,0.04,0.03,0,0,0.07,,,,
11918,Operation Flashpoint: Red River,PC,2011,Shooter,Codemasters,0.01,0.04,0,0.01,0.07,,,,
11919,F.E.A.R. 2: Project Origin,PC,2009,Shooter,Warner Bros. Interactive Entertainment,0.01,0.05,0,0.01,0.07,,,tbd,
11920,NCAA College Football 2K3,Game Cube,2002,Sports,Sega,0.05,0.01,0,0,0.07,65,27,7.8,17
11921,Monster Rancher Battle Card: Episode II,PlayStation,2000,Action,Tecmo Koei,0.04,0.03,0,0,0.07,,,,
11922,Karaoke Revolution Party,Game Cube,2005,Misc,Konami Digital Entertainment,0.05,0.01,0,0,0.07,,,,
11923,Dream Trigger 3D,Nintendo 3DS,N/A,Shooter,D3Publisher,0.04,0.02,0,0.01,0.07,54,10,1.4,11
11924,Make 10: A Journey of Numbers,Nintendo DS,2007,Puzzle,Nintendo,0,0,0.07,0,0.07,,,,
11925,Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,Nintendo 64,2000,Sports,Nintendo,0,0,0.07,0,0.07,,,,
11926,Jumper: Griffin's Story,PlayStation 2,2008,Action,Eidos Interactive,0.03,0.03,0,0.01,0.07,,,,
11927,Vampire Legends: Power of Three,Nintendo DS,2010,Adventure,THQ,0.07,0,0,0,0.07,,,tbd,
11928,Famicom Mini: Nazo no Murasame-Jou,Game Boy Advance,2004,Action,Nintendo,0,0,0.07,0,0.07,,,8.9,9
11929,Galerians: Ash,PlayStation 2,2002,Adventure,Sammy Corporation,0.03,0.03,0,0.01,0.07,70,5,9,5
11930,Mahjong Fight Club DS: Wi-Fi Taiou,Nintendo DS,2006,Misc,Konami Digital Entertainment,0,0,0.07,0,0.07,,,,
11931,Haunting Ground,PlayStation 2,2005,Action,Capcom,0.03,0.03,0,0.01,0.07,,,,
11932,"Horrid Henry: The Good, The Bad and The Bugly",Nintendo 3DS,2011,Platform,Asylum Entertainment,0,0.06,0,0.01,0.07,,,,
11933,Kane & Lynch 2: Dog Days,PC,2010,Shooter,Square Enix,0,0.06,0,0.01,0.07,,,,
11934,Vampire Knight DS,Nintendo DS,2009,Adventure,D3Publisher,0,0,0.07,0,0.07,66,13,tbd,
11935,Disney Sports Skateboarding,Game Boy Advance,2002,Sports,Konami Digital Entertainment,0.05,0.02,0,0,0.07,,,tbd,
11936,Homie Rollerz,Nintendo DS,2008,Racing,Destineer,0.07,0,0,0.01,0.07,37,14,3.8,11
11937,Operation Darkness,Xbox 360,2007,Role-Playing,Success,0.07,0,0,0,0.07,,,,
11938,Magi: The Labyrinth of Beginning,Nintendo 3DS,2013,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07,,,,
11939,The Wolf Among Us,PlayStation Vita,2014,Adventure,Telltale Games,0.05,0,0,0.02,0.07,,,tbd,
11940,Tornado,Nintendo DS,N/A,Action,Ignition Entertainment,0.07,0,0,0,0.07,47,17,8.3,6
11941,Fantasy Aquarium by DS,Nintendo DS,2008,Simulation,Mercury Games,0.07,0,0,0.01,0.07,,,,
11942,"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",Nintendo DS,2005,Misc,505 Games,0.07,0,0,0,0.07,37,19,5.9,10
11943,Damnation,Xbox 360,2009,Shooter,Codemasters,0.06,0.01,0,0.01,0.07,,,,
11944,I Don't Have Many Friends Portable,PlayStation Portable,2012,Adventure,Namco Bandai Games,0,0,0.07,0,0.07,,,tbd,
11945,Rock Band Country Track Pack 2,PlayStation 3,2011,Misc,MTV Games,0.07,0,0,0.01,0.07,,,,
11946,Fable: The Lost Chapters,PC,2005,Role-Playing,Microsoft Game Studios,0.01,0.05,0,0.01,0.07,54,24,6.3,29
11947,Loons: The Fight For Fame,Xbox,2002,Action,Atari,0.05,0.02,0,0,0.07,,,,
11948,Romance of the Three Kingdoms IX,PlayStation 2,2003,Strategy,Tecmo Koei,0.03,0.03,0,0.01,0.07,70,7,tbd,
11949,Second Sight,Xbox,2004,Adventure,Codemasters,0.05,0.02,0,0,0.07,80,22,tbd,
11950,Metal Gear Solid,Game Boy,2000,Action,Konami Digital Entertainment,0,0,0.07,0,0.07,,,tbd,
11951,Totaled!,Xbox,2002,Racing,Rage Software,0.05,0.02,0,0,0.07,,,,
11952,Bleach: Heat the Soul 3,PlayStation Portable,2006,Fighting,Sony Computer Entertainment,0,0,0.07,0,0.07,,,4.2,5
11953,Ecco: The Tides of Time,Genesis,1993,Adventure,Sega,0,0,0.07,0,0.07,46,22,7,21
11954,Showtime Championship Boxing,Wii,2007,Fighting,Zoo Digital Publishing,0.06,0,0,0.01,0.07,,,tbd,
11955,Rock Band Track Pack: Classic Rock,Xbox 360,2009,Misc,MTV Games,0.07,0,0,0.01,0.07,,,,
11956,Open Season,Wii,2006,Platform,Ubisoft,0.06,0,0,0.01,0.07,50,22,7.9,11
11957,Football Manager 2010,PC,2009,Sports,Sega,0,0.06,0,0.01,0.07,61,35,6,441
11958,Dave Mirra BMX Challenge,Wii,2007,Sports,505 Games,0.06,0,0,0.01,0.07,,,tbd,
11959,Machine Head,PlayStation,1996,Shooter,Eidos Interactive,0.04,0.03,0,0,0.07,69,29,6.5,6
11960,Vanguard Bandits,PlayStation,1998,Strategy,Human Entertainment,0.04,0.03,0,0,0.07,49,4,tbd,
11961,Lost Heroes,PlayStation Portable,2012,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07,,,tbd,
11962,The Legend of Heroes VII: The Trail of Zero,PlayStation Vita,2012,Role-Playing,Falcom Corporation,0,0,0.07,0,0.07,,,,
11963,Bionicle Heroes,Xbox 360,2006,Shooter,Eidos Interactive,0.05,0.01,0,0.01,0.07,67,33,8.8,44
11964,Shin Chan Contra ¡Los Plastas!,Nintendo DS,2009,Platform,505 Games,0,0,0.07,0,0.07,,,,
11965,Inversion,PlayStation 3,2012,Shooter,Namco Bandai Games,0.03,0.03,0,0.01,0.07,,,,
11966,Silent Hill: Origins,PlayStation 2,2008,Action,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07,78,33,8.1,63
